idx,annotation,so_title,so_api,target_api,overlap_api,unk_token
354901,delete a product uom pack data object with the specified key from the database,"Java name clash error, despite different method signatures",java.util.Map.remove,Connection . createStatement Statement . executeUpdate Statement . close,connection.createstatement statement.executeupdate statement.close,FALSE
405506,calculate an unique code when submitting the page to detect edit conflicts,Read streamfile in java,"java.lang.Double.parseDouble,java.lang.Integer.parseInt,java.lang.Double.parseDouble,java.lang.Integer.parseInt",Date . getTime Long . toString,date.gettime long.tostring,FALSE
1182143,set the parser context in a object,Meaning of new Class[0] in Reflection API,"java.lang.Class.getMethod,java.lang.reflect.Method.invoke,java.lang.Class.getMethod,java.lang.reflect.Method.invoke",Object . getClass Class . getDeclaredMethod Method . invoke,object.getclass class.getdeclaredmethod method.invoke,FALSE
1685959,check that all the properties we get through the environment are at least present,How to get values. keys from HashMap?,java.util.HashMap.get,System . getProperty System . getenv String . trim System . getenv String . trim System . getenv,system.getproperty system.getenv string.trim system.getenv string.trim system.getenv,FALSE
1456315,replace metadata in html code based on current text in metadata fields,"how can i get the text before and after the ""-"" (dash)","java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring",String . indexOf String . length String . substring String . equals String . replace,string.indexof string.length string.substring string.equals string.replace,FALSE
760930,write the http chunk header to the stream,Why does this print method work? shouldn't it fail?,"java.io.PrintStream.println,java.lang.String.valueOf,java.io.PrintStream.println,java.lang.String.valueOf",Integer . toHexString OutputStream . write,integer.tohexstring outputstream.write,FALSE
321448,"error log entries are never physically removed , just have their removed property changed to true",What exception to use to prevent a method from being called multiple times?,java.util.Iterator.hasNext,Collections . singletonMap String . toString,collections.singletonmap string.tostring,FALSE
1528097,be exclusion,Java if statement not being fulfilled,"java.lang.String.equalsIgnoreCase,java.lang.String.equals,java.lang.String.equalsIgnoreCase,java.lang.String.equals",String . startsWith String . length String . substring String . startsWith,string.startswith string.length string.substring string.startswith,FALSE
1401398,retrieve a <unk> item from the database by instrument symbol,When hascode method will be called for my object,java.util.HashMap.get,Statement . executeQuery ResultSet . next,statement.executequery resultset.next,FALSE
978605,"simple convenience function for alter questions for <unk> starting from the start on the left , remove all questions up to and including prev question if present",Java - Reading from file and split,"java.lang.String.split,java.util.Arrays.asList,java.lang.String.split,java.util.Arrays.asList",List . indexOf List . remove,list.indexof list.remove,FALSE
1480773,execute a single sql statement given by a string parameter,String input doesn't work in if-else statement,"java.lang.String.equalsIgnoreCase,java.lang.String.equals,java.lang.String.equalsIgnoreCase,java.lang.String.equals",String . length Connection . createStatement Statement . execute Statement . close Connection . close,string.length connection.createstatement statement.execute statement.close connection.close,FALSE
1229288,this method checks if the passed string is a valid xml name,how to define an eclipse mask formatted text field?,"java.lang.Character.isLetter,java.lang.Character.isDigit,java.lang.Character.isLetter,java.lang.Character.isDigit",Pattern . compile Pattern . matcher Matcher . matches,pattern.compile pattern.matcher matcher.matches,FALSE
1188709,check if the given object is equal to the abstract location,What to do in findXY method if no such object exists?,"java.util.Optional.of,java.util.Optional.empty,java.util.Optional.of,java.util.Optional.empty",Object . toString String . equals,object.tostring string.equals,FALSE
1544839,internal utility function to convert a missing operator string to a constant in the missing operator code enum,Minimum base associated with a number,"java.lang.Character.isLetter,java.lang.Character.isDigit,java.lang.Character.isLetter,java.lang.Character.isDigit",String . toLowerCase String . equals,string.tolowercase string.equals,FALSE
1018642,append attachments to the end of this post if they exist,Hibernate: @OrderBy,java.util.List.add,List < String > . isEmpty String . format,list.isempty string.format,FALSE
1709408,connect to the server and logs you in,ClassNotFoundException gets thrown with DriverManger.getConnection?,"java.lang.Class.forName,java.sql.DriverManager.getConnection,java.lang.Class.forName,java.sql.DriverManager.getConnection",Thread . sleep Thread . start Thread . sleep System . currentTimeMillis Thread . sleep,thread.sleep thread.start thread.sleep system.currenttimemillis thread.sleep,FALSE
1013800,get the first point in this stroke,"What are the major differences between a Collection, an ArrayList, and a List in Java?",java.util.List.get,List < Point > . size List < Point > . get,list.size list.get,FALSE
1229102,<unk> email,How do I split strings in J2ME?,"java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring",Pattern . compile Pattern . matcher Matcher . matches,pattern.compile pattern.matcher matcher.matches,FALSE
1304589,copy the reader into the writer num bytes,Convert Outputstream to file,java.io.File.createTempFile,Reader . read Writer . write,reader.read writer.write,FALSE
543242,check if and only if the document <unk> to by this object exists and is readable,When are Java temporary files deleted?,"java.io.File.createTempFile,java.io.File.deleteOnExit,java.io.File.createTempFile,java.io.File.deleteOnExit",File . exists File . canRead,file.exists file.canread,FALSE
1112583,"get memory usage , in mb",How to test if a double is an integer,"java.lang.Math.floor,java.lang.Math.ceil,java.lang.Math.floor,java.lang.Math.ceil",Math . pow Math . round,math.pow math.round,FALSE
107341,add the specified value to the list and re sorts,Hibernate: @OrderBy,java.util.List.add,ArrayList < Comparable > . add Collections . sort,arraylist.add collections.sort,FALSE
1071043,get the <unk> for this bookmark,Is ArrayList object copied or referenced?,java.util.ArrayList.get,"Map < Object , Vector > . get Map < Object , Vector > . put",map.get map.put,FALSE
767274,remove existing listeners of given type or its sub types,What exception to use to prevent a method from being called multiple times?,java.util.Iterator.hasNext,Iterator . hasNext Class . isInstance Iterator . remove,iterator.hasnext class.isinstance iterator.remove,FALSE
1827298,write text from the specified character array,how to define an eclipse mask formatted text field?,"java.lang.Character.isLetter,java.lang.Character.isDigit,java.lang.Character.isLetter,java.lang.Character.isDigit",Writer . write Integer . toString Integer . toHexString Writer . write,writer.write integer.tostring integer.tohexstring writer.write,FALSE
1434127,"return the value parsed into integer if label is digit or <unk> , else 1",Minimum base associated with a number,"java.lang.Character.isLetter,java.lang.Character.isDigit,java.lang.Character.isLetter,java.lang.Character.isDigit",String . equals Integer . parseInt,string.equals integer.parseint,FALSE
1451772,return the hash code value for this open m bean constructor info support instance,java.io.NotSerializableException: java.util.HashMap$Values,java.util.HashMap.values,String . hashCode Arrays . asList Integer . valueOf Integer . intValue,string.hashcode arrays.aslist integer.valueof integer.intvalue,FALSE
291219,set an attribute value in the specified object,"How can we know, that some method is applied?",java.util.Map.put,Class . getDeclaredMethod Method . invoke,class.getdeclaredmethod method.invoke,FALSE
997961,return a message vo for the contact id,"What are the major differences between a Collection, an ArrayList, and a List in Java?",java.util.List.get,List . size List . get,list.size list.get,FALSE
1229412,convert the input stream of the website into utf8,Convert Outputstream to file,java.io.File.createTempFile,Pattern . compile Pattern . matcher Matcher . replaceAll,pattern.compile pattern.matcher matcher.replaceall,FALSE
1061437,"get the list of string field names based on class , and cache this",Java Map with multiple keys,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put","Map < Class , Set < String > > . containsKey Map < Class , Set < String > > . put Map < Class , Set < String > > . get",map.containskey map.put map.get,FALSE
1435921,this gets the standard deviation for specific parameter settings,Java: Max and Min in absolute value,"java.lang.Math.abs,java.lang.Math.min,java.lang.Math.abs,java.lang.Math.min",String . equals Math . sqrt String . equals Math . sqrt String . equals Math . sqrt,string.equals math.sqrt string.equals math.sqrt string.equals math.sqrt,FALSE
222830,read in a double,How do I use java.util.Scanner with integers,"java.util.Scanner.nextInt,java.util.Scanner.nextLine,java.util.Scanner.nextInt,java.util.Scanner.nextLine",BufferedReader . readLine Double . parseDouble,bufferedreader.readline double.parsedouble,FALSE
363937,method searches school from its email address,How to trim a string after a specific character in java,"java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring",Connection . prepareStatement PreparedStatement . setString PreparedStatement . executeQuery ResultSet . next ResultSet . getString ResultSet . getInt ResultSet . getString ResultSet . getInt ResultSet . getString Connection . close,connection.preparestatement preparedstatement.setstring preparedstatement.executequery resultset.next resultset.getstring resultset.getint resultset.getstring resultset.getint resultset.getstring connection.close,FALSE
1088155,resolve this location to a file,How do I take the end off of a String in Java/Android?,"java.lang.String.lastIndexOf,java.lang.String.substring,java.lang.String.lastIndexOf,java.lang.String.substring","Map < String , String > . containsKey Map < String , String > . put Map < String , String > . keySet Iterator < String > . hasNext Iterator < String > . next Iterator < String > . remove InputStream . reset",map.containskey map.put map.keyset iterator.hasnext iterator.next iterator.remove inputstream.reset,FALSE
1553979,determine the number of spaces that the text should be indented and return a style tag that <unk> the indentation,Minimum base associated with a number,"java.lang.Character.isLetter,java.lang.Character.isDigit,java.lang.Character.isLetter,java.lang.Character.isDigit",String . trim String . indexOf,string.trim string.indexof,FALSE
191140,round the given value with the given scale,Removing decimals from dividing,"java.lang.Math.floor,java.lang.Math.ceil,java.lang.Math.floor,java.lang.Math.ceil",BigDecimal . valueOf BigDecimal . setScale BigDecimal . toString,bigdecimal.valueof bigdecimal.setscale bigdecimal.tostring,FALSE
981245,return the first s a p entry in the ordered set where uuid = and 63 ; and company id = and 63 ;,"What are the major differences between a Collection, an ArrayList, and a List in Java?",java.util.List.get,List . isEmpty List . get,list.isempty list.get,FALSE
289179,the start method is called when the wrapper manager is <unk> by the native wrapper code that it can start its application,My custom Look And Feel implementation does not seem to work,javax.swing.UIManager.put,Class . getConstructor Constructor . newInstance Class . getMethod Method . invoke Integer . valueOf,class.getconstructor constructor.newinstance class.getmethod method.invoke integer.valueof,FALSE
1008000,"resolve a sequence of ties , by <unk> their ranks the input ranks array is expected to take the same value for all indices in ties trace",Convert an array into an ArrayList,java.util.Arrays.asList,List < Integer > . get List < Integer > . size List < Integer > . iterator Iterator < Integer > . hasNext,list.get list.size list.iterator iterator.hasnext,FALSE
1349962,ask if user wants to add a new file until we get a valid answer,Skip over inputing string,"java.util.Scanner.nextInt,java.util.Scanner.nextLine,java.util.Scanner.nextInt,java.util.Scanner.nextLine",Scanner . nextLine String . equalsIgnoreCase,scanner.nextline string.equalsignorecase,FALSE
1275720,provide the maximum leaf text size pixels,"What are the major differences between a Collection, an ArrayList, and a List in Java?",java.util.List.get,Properties . getProperty Float . parseFloat,properties.getproperty float.parsefloat,FALSE
1428434,replacement for class,How to determine an object's class in Java?,java.lang.Object.getClass,String . endsWith String . substring Array . newInstance String . indexOf String . substring String . length String . substring ClassLoader . loadClass,string.endswith string.substring array.newinstance string.indexof string.substring string.length string.substring classloader.loadclass,FALSE
998670,populate big data with this method,"What are the major differences between a Collection, an ArrayList, and a List in Java?",java.util.List.get,List . size List . indexOf List . get,list.size list.indexof list.get,FALSE
1227670,initialization of the loop token set and first state,Why the awkward Design of System.out?,java.util.List.size,Pattern . compile Pattern . matcher Matcher . find Matcher . groupCount Matcher . group,pattern.compile pattern.matcher matcher.find matcher.groupcount matcher.group,FALSE
1494100,true if a string has only digits in it,How to print the following elements in a a given string?,"java.lang.Character.isLetter,java.lang.Character.isDigit,java.lang.Character.isLetter,java.lang.Character.isDigit",String . length String . charAt,string.length string.charat,FALSE
1085394,set the default background color may be overridden by the application code,Detecting if a BufferedImage contains transparent pixels,java.awt.image.BufferedImage.getRGB,"Map < String , Object > . put Set < String > . add",map.put set.add,FALSE
1085673,"check if the other <unk> server bootstrap configuration is <unk> this , as a <unk> listener bound on port x shares the same common <unk> , which must be identical",Time for getting by comparable key from HashMap,java.util.HashMap.get,"Map < String , Object > . size Map < String , Object > . keySet Map < String , Object > . values String . equals",map.size map.keyset map.values string.equals,FALSE
1095366,remove the category with category name from all entries,"Java name clash error, despite different method signatures",java.util.Map.remove,Map < String > . entrySet Entry < String > . getValue Entry < String > . setValue,map.entryset entry.getvalue entry.setvalue,FALSE
162371,get metadata access policy array,Event dispatching thread remove from List exception SWING,"java.util.Collections.unmodifiableList,java.util.Arrays.asList,java.util.Collections.unmodifiableList,java.util.Arrays.asList",ArrayList < String > . size ArrayList < String > . toArray,arraylist.size arraylist.toarray,FALSE
1489639,validate the given import declaration name for the given source and compliance levels,Regular expression to extract file name?,"java.lang.String.lastIndexOf,java.lang.String.substring,java.lang.String.lastIndexOf,java.lang.String.substring",String . length String . charAt String . length String . charAt String . substring,string.length string.charat string.length string.charat string.substring,FALSE
353786,check to see if the rooms table exists,Does Java use indexes for Data structure like Oracle,java.util.ArrayList.get,Connection . createStatement Statement . executeQuery ResultSet . next ResultSet . getInt,connection.createstatement statement.executequery resultset.next resultset.getint,FALSE
353153,take the customer id and retrieves the information from the customers data table and stores it in the properties of the customer object,Appending Strings vs appending chars in Java,"java.lang.StringBuilder.toString,java.lang.StringBuilder.append,java.lang.StringBuilder.toString,java.lang.StringBuilder.append",Connection . createStatement Statement . executeQuery ResultSet . getString Connection . close,connection.createstatement statement.executequery resultset.getstring connection.close,FALSE
161696,iterate through one row of original data,What exception to use to prevent a method from being called multiple times?,java.util.Iterator.hasNext,ArrayList < String > . size ArrayList < String > . add String . valueOf ArrayList < String > . add,arraylist.size arraylist.add string.valueof arraylist.add,FALSE
1066385,get the number of instances of a type of component to start,Populating a Boolean Array in Java,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put","Map < Integer > . get Map < Integer > . containsKey Map < Integer > . get Map < Integer > . containsKey Map < Integer > . get Map < Component , Integer > . containsKey Map < Component , Integer > . get",map.get map.containskey map.get map.containskey map.get map.containskey map.get,FALSE
992015,utility to make a manager class,What is the difference between using .newInstance() and not using?,"java.lang.Class.newInstance,java.lang.Class.forName,java.lang.Class.newInstance,java.lang.Class.forName",List . size Class . cast Class . newInstance Class . getName Constructor . newInstance Throwable . printStackTrace,list.size class.cast class.newinstance class.getname constructor.newinstance throwable.printstacktrace,FALSE
356698,return true when the given table exists in the connection,Java statement can't execute my query,"java.sql.Statement.executeQuery,java.sql.Statement.executeUpdate,java.sql.Statement.executeQuery,java.sql.Statement.executeUpdate",Connection . getMetaData String . toUpperCase String . toLowerCase String . toUpperCase String . toLowerCase DatabaseMetaData . getTables Connection . close,connection.getmetadata string.touppercase string.tolowercase string.touppercase string.tolowercase databasemetadata.gettables connection.close,FALSE
997860,remove a download entity from read processing,Convert an array into an ArrayList,java.util.Arrays.asList,List . size List . get,list.size list.get,FALSE
309428,iterate through this aggregate object transforming each item into a new value using the transform closure and adding it to the supplied collector,What exception to use to prevent a method from being called multiple times?,java.util.Iterator.hasNext,Collection . add Iterator . next Collection . add,collection.add iterator.next collection.add,FALSE
1491317,"trim trailing whitespace from the string , up to but not including the whitespace characters specified by exceptions",Need to Trim Java String,"java.lang.String.indexOf,java.lang.String.substring,java.lang.String.indexOf,java.lang.String.substring",String . length String . charAt String . substring,string.length string.charat string.substring,FALSE
277249,"get a number from a field of length len , starting at the current position , right aligned , with leading zeroes and possibly a negative sign , and update the read write pointer",Easy way to reverse String,java.lang.StringBuilder.reverse,Character . isDigit Character . digit,character.isdigit character.digit,FALSE
1477202,make sure the filename has the correct extension for the mime type,Regular expression to extract file name?,"java.lang.String.lastIndexOf,java.lang.String.substring,java.lang.String.lastIndexOf,java.lang.String.substring",String . lastIndexOf String . substring,string.lastindexof string.substring,FALSE
1067803,get the unique constraints of the given primary or secondary table,Java Map with multiple keys,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",Map < List > . containsKey Map < List > . get List . toArray,map.containskey map.get list.toarray,FALSE
257752,the implementation for the get year tos method,How can I write a Timestamp in java so I can insert in mysql,"java.lang.System.currentTimeMillis,java.util.Date.getTime,java.lang.System.currentTimeMillis,java.util.Date.getTime",Calendar . get Integer . valueOf,calendar.get integer.valueof,FALSE
632013,"add the item to the <unk> , only if it does not already exist in it","Updating mapped values for a TreeMap<String, TreeSet<String>>","java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",HashMap  . get HashMap  . put,hashmap.get hashmap.put,FALSE
1551712,add an include regexp,Difference between implicit and explicit ArrayList size declarations?,java.util.List.add,String . trim Pattern . compile ArrayList < Match > . add,string.trim pattern.compile arraylist.add,FALSE
1066087,add a zone to the zone picker,Hibernate: @OrderBy,java.util.List.add,Map < Integer > . containsValue Map < Integer > . size Map < Integer > . put,map.containsvalue map.size map.put,FALSE
1503161,return the path to the svn log with or without hudson,Regular expression to extract file name?,"java.lang.String.lastIndexOf,java.lang.String.substring,java.lang.String.lastIndexOf,java.lang.String.substring",String . length String . substring,string.length string.substring,FALSE
995226,set the value of any blob which touches the image border to zero,Constrain Rectangle within Rectangle,"java.lang.Math.max,java.lang.Math.min,java.lang.Math.max,java.lang.Math.min",List . size List . get List . remove,list.size list.get list.remove,FALSE
1057616,perform set option on a series of key value pairs,Getting values separated by commas from a text box and storing as an array JAVA,"java.lang.String.split,java.lang.Integer.parseInt,java.lang.String.split,java.lang.Integer.parseInt",Map . putAll Map . keySet Set . addAll,map.putall map.keyset set.addall,FALSE
1519832,make the error set,Meaning of new Class[0] in Reflection API,"java.lang.Class.getMethod,java.lang.reflect.Method.invoke,java.lang.Class.getMethod,java.lang.reflect.Method.invoke",String . split HashSet < String > . add,string.split hashset.add,FALSE
1511774,"return the first header named name , or null if no such header exists",who can access each LinkedHashMap from List Of LinkedHashMap,java.util.List.get,String . regionMatches String . substring,string.regionmatches string.substring,FALSE
1116711,return the distance between two given <unk> and <unk>,What does a Type-Import-on-Demand Declaration import?,"java.lang.Math.cos,java.lang.Math.sin,java.lang.Math.cos,java.lang.Math.sin",Math . toRadians Math . cos Math . round Math . cos Math . sin Math . round,math.toradians math.cos math.round math.cos math.sin math.round,FALSE
1021138,be an object part of a vector ?,comparing pairs of vertices in java,java.util.ArrayList.get,List < String > . size List < String > . get,list.size list.get,FALSE
89312,check if the given object is present in this set,Java - How expensive is a HashMap.get() call?,java.util.HashMap.get,ArrayList . contains ArrayList . iterator Iterator . next Comparator . compare,arraylist.contains arraylist.iterator iterator.next comparator.compare,FALSE
1076829,increment the value of the given map at the given key by one,Using string as name for objects in Java,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put","Map < String , Integer > . get Integer . valueOf",map.get integer.valueof,FALSE
1518535,take one long line and split it up into two better size lines,Prevent values going outside a specified range,"java.lang.Math.max,java.lang.Math.min,java.lang.Math.max,java.lang.Math.min",String . split Arrays . asList String . trim,string.split arrays.aslist string.trim,FALSE
1555362,tidy up white space to a <unk> format,Java - How to convert a Color.toString() into a Color?,java.lang.String.valueOf,String . trim String . length String . substring,string.trim string.length string.substring,FALSE
1511394,<unk> if a customer id is numeric and eight digits long,Java convert long day name to short name,java.lang.String.substring,String . matches String . length,string.matches string.length,FALSE
1003909,draw one card from the players deck into the players hand,Difference between implicit and explicit ArrayList size declarations?,java.util.List.add,List < Card > . isEmpty List < Card > . get List < Card > . add List < Card > . remove,list.isempty list.get list.add list.remove,FALSE
1464184,return the key for the <unk> sup header field,How do I split strings in J2ME?,"java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring",String . indexOf String . substring,string.indexof string.substring,FALSE
284778,cette function permet <unk> une <unk> a <unk>,app_name cannot be resolved or is not a field in eclipse android,java.util.ArrayList.get,Class . forName Class . getMethod Method . invoke,class.forname class.getmethod method.invoke,FALSE
1536545,"canonicalize the path , i",Java Change File Working Directory,java.lang.System.setProperty,String . substring String . length String . substring String . indexOf String . lastIndexOf String . substring String . length String . endsWith String . substring String . length,string.substring string.length string.substring string.indexof string.lastindexof string.substring string.length string.endswith string.substring string.length,FALSE
1105136,return the angle between the two given vectors,Java: Plotting points uniformly on a circle using Graphics2d,"java.lang.Math.cos,java.lang.Math.sin,java.lang.Math.cos,java.lang.Math.sin",Math . atan2 Math . toDegrees Math . atan2,math.atan2 math.todegrees math.atan2,FALSE
285029,"disregard order , verify that the given set of class types is equal to the given set of type descriptors",How to determine an object's class in Java?,java.lang.Object.getClass,Class . forName Class . isAssignableFrom,class.forname class.isassignablefrom,FALSE
1425406,check for <unk>,"Updating mapped values for a TreeMap<String, TreeSet<String>>","java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put","String . contains String . split HashMap < String , String > . containsKey",string.contains string.split hashmap.containskey,FALSE
1512840,return the count value defined by the supplied query and variable substitutions,What is the purpose of NoSuchMethodException instead of returning null,java.util.Map.get,String . replace List < String > . size Long . parseLong,string.replace list.size long.parselong,FALSE
1234020,parse the a date string according to jep <unk>,Need to Trim Java String,"java.lang.String.indexOf,java.lang.String.substring,java.lang.String.indexOf,java.lang.String.substring",Pattern . matcher Matcher . matches Calendar . getInstance Integer . parseInt Calendar . set Integer . parseInt Calendar . set Integer . parseInt Calendar . set,pattern.matcher matcher.matches calendar.getinstance integer.parseint calendar.set integer.parseint calendar.set integer.parseint calendar.set,FALSE
120295,"when generating page hint , inline text must invoke this method first",How can i add a Char variable in a string variable,"java.lang.StringBuilder.toString,java.lang.StringBuilder.append,java.lang.StringBuilder.toString,java.lang.StringBuilder.append",ArrayList < Integer > . size ArrayList . indexOf Collections . sort ArrayList . get Iterator < Integer > . hasNext Iterator < Integer > . next ArrayList . get,arraylist.size arraylist.indexof collections.sort arraylist.get iterator.hasnext iterator.next arraylist.get,FALSE
93202,remove a status effect from this <unk>,removeAll from Interface Set,java.lang.Object.hashCode,ArrayList . iterator Iterator . hasNext Iterator . next,arraylist.iterator iterator.hasnext iterator.next,FALSE
1457414,"get a value which has been encoded in hexidecimal ; the encoding may optionally include : delimiters , but no other non hex characters are permitted",how to define an eclipse mask formatted text field?,"java.lang.Character.isLetter,java.lang.Character.isDigit,java.lang.Character.isLetter,java.lang.Character.isDigit",String . indexOf String . replace String . trim,string.indexof string.replace string.trim,FALSE
762337,"search <unk> ID , save the information in a array and return it placeholder ? using db",Error trying to convert list to an array[],"java.lang.String.split,java.util.Arrays.asList,java.lang.String.split,java.util.Arrays.asList",Integer . toString ResultSet . next ResultSet . getMetaData ResultSet . getString ResultSet . getMetaData ResultSet . getString ResultSet . getMetaData ResultSet . getString ResultSet . getMetaData ResultSet . getString ResultSet . getMetaData ResultSet . getString ResultSet . getMetaData ResultSet . getString ResultSet . getMetaData ResultSet . getString ResultSet . getMetaData ResultSet . getString ResultSet . getMetaData ResultSet . getString ResultSet . getMetaData ResultSet . getString,integer.tostring resultset.next resultset.getmetadata resultset.getstring resultset.getmetadata resultset.getstring resultset.getmetadata resultset.getstring resultset.getmetadata resultset.getstring resultset.getmetadata resultset.getstring resultset.getmetadata resultset.getstring resultset.getmetadata resultset.getstring resultset.getmetadata resultset.getstring resultset.getmetadata resultset.getstring resultset.getmetadata resultset.getstring,FALSE
1495545,send a string message directly,Using strange format for sending dat through a socket,"java.lang.Object.toString,java.io.PrintStream.println,java.lang.Object.toString,java.io.PrintStream.println",String . length String . getBytes,string.length string.getbytes,FALSE
1530318,convert the specified file path to a canonical path that can be used with project service,Comparing strings in java,"java.lang.String.equalsIgnoreCase,java.lang.String.equals,java.lang.String.equalsIgnoreCase,java.lang.String.equals",String . startsWith String . substring String . startsWith String . substring,string.startswith string.substring string.startswith string.substring,FALSE
1708021,close all peers that are currently downloading,ArrayList declaration and handling,java.util.ArrayList.clear,Thread . interrupt ServerSocket . close ArrayList . size,thread.interrupt serversocket.close arraylist.size,FALSE
1364955,call by the a less equal <unk> node from a less equal <unk> i analysis,I want to remove all duplicates in an array and then write the results to an empty array,java.util.Set.add,Set . contains Set . add Set . remove,set.contains set.add set.remove,FALSE
1532996,decode the specified portion of a url,Hide part of url,java.lang.String.substring,String . substring Integer . parseInt String . substring,string.substring integer.parseint string.substring,FALSE
1064089,record the player win,Access an ArrayList inside a Java Map,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put","Map < Integer , Double > . get Map < Integer , Double > . put Map < Integer , Integer > . put",map.get map.put map.put,FALSE
658404,return the value of a given state,Populating a Boolean Array in Java,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put","HashMap < State , Double > . get HashMap < State , Double > . put",hashmap.get hashmap.put,FALSE
1683779,error <unk> check for java vm version to <unk> with this software,Question on jvm-wide properties and multithreading,"java.lang.System.getProperty,java.lang.System.setProperty,java.lang.System.getProperty,java.lang.System.setProperty",System . getProperty String . indexOf String . substring String . split Integer . parseInt System . exit,system.getproperty string.indexof string.substring string.split integer.parseint system.exit,FALSE
1234060,parse the value of the given key as a percentage value,"Updating mapped values for a TreeMap<String, TreeSet<String>>","java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",Pattern . matcher Matcher . matches Double . valueOf,pattern.matcher matcher.matches double.valueof,FALSE
987880,log out the sessions <unk> in set up,How to get values. keys from HashMap?,java.util.HashMap.get,List . iterator List . clear,list.iterator list.clear,FALSE
1106254,set this matrix to be a reference frame transformation representing a rotation about the x axis by the input angle,Java AWT rotating ball,"java.lang.Math.cos,java.lang.Math.sin,java.lang.Math.cos,java.lang.Math.sin",Math . cos Math . sin,math.cos math.sin,FALSE
1456697,"extract the data from a reply with a prefix , e",How do I split strings in J2ME?,"java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring",String . indexOf String . length String . substring,string.indexof string.length string.substring,FALSE
1363676,dispatch one time event event bus will save it such as data loaded,Hibernate: @OrderBy,java.util.List.add,Set . add Map < Set > . put,set.add map.put,FALSE
1475110,retrieve a project writer instance which can write a file of the type specified by the supplied file name,Using string as name for objects in Java,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put","String . lastIndexOf String . substring Map < String , Class > . get Class . newInstance",string.lastindexof string.substring map.get class.newinstance,FALSE
957185,get the node with a specific name in the list,The correct way to return the only element from a set,java.util.List.get,LinkedList . listIterator ListIterator . next,linkedlist.listiterator listiterator.next,FALSE
776174,implementation that also implement iterable,Index out of bounds on ArrayList sublist,java.util.List.size,Iterator . remove Iterator . hasNext,iterator.remove iterator.hasnext,FALSE
1544883,set attribute,What are the differences between PHP and Java?,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",String . toLowerCase String . equals,string.tolowercase string.equals,FALSE
162586,randomize the ordering of the list,how to Manually shuffle the array list,"java.util.Collections.sort,java.util.Collections.shuffle,java.util.Collections.sort,java.util.Collections.shuffle",ArrayList < String > . size Random . nextInt ArrayList < String > . get ArrayList < String > . set,arraylist.size random.nextint arraylist.get arraylist.set,FALSE
288913,"produce the simple name of the given class , as specified by <unk> , with an improved scheme for anonymous classes",easiest way to get every word except the last word from a string,"java.lang.String.lastIndexOf,java.lang.String.substring,java.lang.String.lastIndexOf,java.lang.String.substring",Class . getComponentType Class . isArray Class . getInterfaces Class . getName String . lastIndexOf String . length String . charAt Character . isDigit String . substring,class.getcomponenttype class.isarray class.getinterfaces class.getname string.lastindexof string.length string.charat character.isdigit string.substring,FALSE
1000056,get the im semantics content property content,"Read file and store values into two arrays, one for each line","java.lang.String.indexOf,java.lang.String.substring,java.lang.String.indexOf,java.lang.String.substring",List . size List . toArray,list.size list.toarray,FALSE
997116,"execute the insert command , and insert the id from the sequence to the specified id column","What are the major differences between a Collection, an ArrayList, and a List in Java?",java.util.List.get,List . size List . get,list.size list.get,FALSE
1088232,remove the persistent parameter from the map if it exists,"Java name clash error, despite different method signatures",java.util.Map.remove,"Map < String , String > . containsKey Map < String , String > . remove",map.containskey map.remove,FALSE
1551212,sleep current thread for the specified number of milliseconds,How do I get FutureTask to return after TimeoutException?,"java.lang.Thread.currentThread,java.lang.Thread.sleep,java.lang.Thread.currentThread,java.lang.Thread.sleep",String . trim Long . parseLong Thread . sleep,string.trim long.parselong thread.sleep,FALSE
